id (035a which stats with (NATIONALLICENCE)),path to fulltext,end of embargo (YYYY-MM-DD),Institutions,id for SRU (no special characters)
(NATIONALLICENCE)oxford-10.1112/blms/28.2.156,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/blms/28-2-156.pdf,,National Licences: unibe,oxford101112blms282156
(NATIONALLICENCE)oxford-10.1112/blms/18.2.181,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/blms/18-2-181.pdf,,National Licences: uzh,oxford101112blms182181
(NATIONALLICENCE)oxford-10.1112/S0024609305004522,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/blms/37-5-719.pdf,,National Licences: unige,oxford101112S0024609305004522
(NATIONALLICENCE)oxford-10.1093/carcin/bgh158,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/carcin/bgh158.pdf,,National Licences: unil,oxford101093carcinbgh158
(NATIONALLICENCE)oxford-10.1093/icc/dts032,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/indcor/dts032.pdf,,National Licences: ethz,oxford101093iccdts032
(NATIONALLICENCE)oxford-10.1093/icc/dtt011,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/indcor/dtt011.pdf,,National Licences: epfl,oxford101093iccdtt011
(NATIONALLICENCE)oxford-10.1093/icc/dtu038,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/indcor/dtu038.pdf,2018-10-01,National Licences: uzh,oxford101093iccdtu038
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehi357,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehi357.pdf,,National Licences: ethz uzh,oxford101093eurheartjehi357
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehr057,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehr057.pdf,,National Licences: uzh,oxford101093eurheartjehr057
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehr013,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehr013.pdf,,National Licences: unige,oxford101093eurheartjehr013
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehv211,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehv211.pdf,2018-10-01,National Licences: uzh,oxford101093eurheartjehv211
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehv288,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehv288.pdf,2018-10-01,National Licences: uzh,oxford101093eurheartjehv288
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehr501,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehr501.pdf,,National Licences: unibas,oxford101093eurheartjehr501
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehs170,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehs170.pdf,,National Licences: ethz uzh,oxford101093eurheartjehs170
(NATIONALLICENCE)oxford-10.1093/eurheartj/eht532,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/eht532.pdf,2017-10-21,National Licences: uzh,oxford101093eurheartjeht532
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehs022,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehs022.pdf,,National Licences: unil,oxford101093eurheartjehs022
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehn510,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehn510.pdf,,National Licences: unibas unibe unige,oxford101093eurheartjehn510
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehn365,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehn365.pdf,,National Licences: unil,oxford101093eurheartjehn365
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehr376,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehr376.pdf,,National Licences: unibas,oxford101093eurheartjehr376
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehs054,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehs054.pdf,,National Licences: uzh,oxford101093eurheartjehs054
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehu425,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehu425.pdf,2018-03-07,National Licences: unibe,oxford101093eurheartjehu425
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehu040,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehu040.pdf,,National Licences: unibe unil,oxford101093eurheartjehu040
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehm449,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehm449.pdf,,National Licences: unibas,oxford101093eurheartjehm449
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehm633,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehm633.pdf,,National Licences: unige,oxford101093eurheartjehm633
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehn031,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehn031.pdf,,National Licences: unibas,oxford101093eurheartjehn031
(NATIONALLICENCE)oxford-10.1016/j.ehj.2003.07.002,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/0.3004962.1763.pdf,,National Licences: unige,oxford101016jehj200307002
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehv236,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehv236.pdf,2018-10-14,National Licences: unige uzh,oxford101093eurheartjehv236
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehs404,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehs404.pdf,,National Licences: uzh,oxford101093eurheartjehs404
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehp387,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehp387.pdf,,National Licences: unil uzh,oxford101093eurheartjehp387
(NATIONALLICENCE)oxford-10.1093/oxfordjournals.eurheartj.a015164,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/18-11-1712.pdf,,National Licences: unil,oxford101093oxfordjournalseurheartja015164
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehs335,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehs335.pdf,,National Licences: uzh,oxford101093eurheartjehs335
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehv245,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehv245.pdf,2018-09-01,National Licences: unibas,oxford101093eurheartjehv245
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehv164,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehv164.pdf,2018-09-01,National Licences: uzh,oxford101093eurheartjehv164
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehv192,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehv192.pdf,2018-09-01,National Licences: unibe unil uzh,oxford101093eurheartjehv192
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehm555,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehm555.pdf,,National Licences: uzh,oxford101093eurheartjehm555
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehq376,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehq376.pdf,,National Licences: uzh,oxford101093eurheartjehq376
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehq519,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehq519.pdf,,National Licences: uzh,oxford101093eurheartjehq519
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehr312,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehr312.pdf,,National Licences: ethz uzh,oxford101093eurheartjehr312
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehq055,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehq055.pdf,,National Licences: unige,oxford101093eurheartjehq055
(NATIONALLICENCE)oxford-10.1093/eurheartj/eht414,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/eht414.pdf,2017-07-14,National Licences: uzh,oxford101093eurheartjeht414
(NATIONALLICENCE)oxford-10.1093/eurheartj/ehn241,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/eurheartj/ehn241.pdf,,National Licences: uzh,oxford101093eurheartjehn241
(NATIONALLICENCE)oxford-10.1093/molehr/2.3.139,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/molehr/2-3-139.pdf,,National Licences: unige,oxford101093molehr23139
(NATIONALLICENCE)oxford-10.1093/molehr/2.8.607,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/molehr/2-8-607.pdf,,National Licences: uzh,oxford101093molehr28607
(NATIONALLICENCE)oxford-10.1093/molehr/gal105,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/molehr/gal105.pdf,,National Licences: unige,oxford101093molehrgal105
(NATIONALLICENCE)oxford-10.1016/0035-9203(93)90508-N,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/87-2-236.pdf,,National Licences: unige,oxford101016003592039390508N
(NATIONALLICENCE)oxford-10.1016/S0035-9203(01)90222-6,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/95-3-238a.pdf,,National Licences: unibas,oxford101016S0035920301902226
(NATIONALLICENCE)oxford-10.1016/0035-9203(87)90365-8,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/81-6-960.pdf,,National Licences: unine uzh,oxford1010160035920387903658
(NATIONALLICENCE)oxford-10.1016/0035-9203(85)90086-0,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/79-4-527.pdf,,National Licences: unibas,oxford1010160035920385900860
(NATIONALLICENCE)oxford-10.1016/j.trstmh.2008.11.013,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/103-4-347.pdf,,National Licences: unibas,oxford101016jtrstmh200811013
(NATIONALLICENCE)oxford-10.1016/j.trstmh.2009.08.002,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/104-3-225.pdf,,National Licences: unige,oxford101016jtrstmh200908002
(NATIONALLICENCE)oxford-10.1016/S0035-9203(03)80043-3,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/97-5-597.pdf,,National Licences: unige,oxford101016S0035920303800433
(NATIONALLICENCE)oxford-10.1016/S0035-9203(01)90315-3,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/95-1-7.pdf,,National Licences: unibas,oxford101016S0035920301903153
(NATIONALLICENCE)oxford-10.1016/S0035-9203(99)90039-1,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/93-3-324.pdf,,National Licences: unibas,oxford101016S0035920399900391
(NATIONALLICENCE)oxford-10.1093/trstmh/trt051,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/trt051.pdf,,National Licences: unibas,oxford101093trstmhtrt051
(NATIONALLICENCE)oxford-10.1016/0035-9203(90)90135-2,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/84-5-662.pdf,,National Licences: unibas,oxford1010160035920390901352
(NATIONALLICENCE)oxford-10.1016/S0035-9203(01)90314-1,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/95-1-1.pdf,,National Licences: unibas,oxford101016S0035920301903141
(NATIONALLICENCE)oxford-10.1016/0035-9203(86)90150-1,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/80-4-587.pdf,,National Licences: unibas,oxford1010160035920386901501
(NATIONALLICENCE)oxford-10.1016/j.trstmh.2006.07.009,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/101-4-326.pdf,,National Licences: unibas,oxford101016jtrstmh200607009
(NATIONALLICENCE)oxford-10.1016/0035-9203(91)90005-J,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/85-2-156.pdf,,National Licences: uzh,oxford101016003592039190005J
(NATIONALLICENCE)oxford-10.1016/S0035-9203(96)90428-9,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/90-6-671.pdf,,National Licences: unige,oxford101016S0035920396904289
(NATIONALLICENCE)oxford-10.1016/S0035-9203(99)90324-3,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/93-Supplement_1-29.pdf,,National Licences: unibas,oxford101016S0035920399903243
(NATIONALLICENCE)oxford-10.1016/0035-9203(89)90619-6,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/83-2-147.pdf,,National Licences: unige,oxford1010160035920389906196
(NATIONALLICENCE)oxford-10.1093/gerona/57.12.M812,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gerona/020998MS.pdf,,National Licences: unige,oxford101093gerona5712M812
(NATIONALLICENCE)oxford-10.1093/gerona/63.3.314,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gerona/314.pdf,,National Licences: unibe,oxford101093gerona633314
(NATIONALLICENCE)oxford-10.1093/gerona/glt207,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gerona/glt207.pdf,2017-11-01,National Licences: unige,oxford101093geronaglt207
(NATIONALLICENCE)oxford-10.1093/gerona/58.7.M665,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/gerona/M665.pdf,,National Licences: unige,oxford101093gerona587M665
(NATIONALLICENCE)oxford-10.1016/j.trstmh.2010.11.011,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/105-3-160.pdf,,National Licences: unibas,oxford101016jtrstmh201011011
(NATIONALLICENCE)oxford-10.1016/j.trstmh.2007.04.007,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/101-8-759.pdf,,National Licences: unibas,oxford101016jtrstmh200704007
(NATIONALLICENCE)oxford-10.1016/0035-9203(92)90418-C,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/86-1-14.pdf,,National Licences: unige,oxford101016003592039290418C
(NATIONALLICENCE)oxford-10.1016/S0035-9203(99)90018-4,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/93-3-268.pdf,,National Licences: uzh,oxford101016S0035920399900184
(NATIONALLICENCE)oxford-10.1016/S0035-9203(01)90024-0,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/trstmh/95-5-517.pdf,,National Licences: unige,oxford101016S0035920301900240
(NATIONALLICENCE)oxford-10.1093/infdis/jir857,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/jid/jir857.pdf,,National Licences: unibe,oxford101093infdisjir857
(NATIONALLICENCE)oxford-10.1093/infdis/173.1.275,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/jid/173-1-275.pdf,,National Licences: unibas,oxford101093infdis1731275
(NATIONALLICENCE)oxford-10.1086/506366,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/jid/194-5-633.pdf,,National Licences: uzh,oxford101086506366
(NATIONALLICENCE)oxford-10.1086/378677,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/jid/188-8-1250.pdf,,National Licences: unil,oxford101086378677
(NATIONALLICENCE)oxford-10.1093/infdis/jir858,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/jid/jir858.pdf,,National Licences: unige,oxford101093infdisjir858
(NATIONALLICENCE)oxford-10.1086/315650,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/jid/182-1-311.pdf,,National Licences: unil,oxford101086315650
(NATIONALLICENCE)oxford-10.1086/315862,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/jid/182-5-1455.pdf,,National Licences: unine,oxford101086315862
(NATIONALLICENCE)oxford-10.1086/315450,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/jid/181-5-1528.pdf,,National Licences: unibe,oxford101086315450
(NATIONALLICENCE)oxford-10.1093/ije/dyl136,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/dyl136.pdf,,National Licences: unibas,oxford101093ijedyl136
(NATIONALLICENCE)oxford-10.1093/ije/dyg169,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/0320715.pdf,,National Licences: unibe,oxford101093ijedyg169
(NATIONALLICENCE)oxford-10.1093/ije/dys189,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/dys189.pdf,,National Licences: unige,oxford101093ijedys189
(NATIONALLICENCE)oxford-10.1093/ije/30.4.734,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/0300734.pdf,,National Licences: unil,oxford101093ije304734
(NATIONALLICENCE)oxford-10.1093/ije/21.2.222,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/21-2-222.pdf,,National Licences: unige,oxford101093ije212222
(NATIONALLICENCE)oxford-10.1093/ije/dyp375,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/dyp375.pdf,,National Licences: unil,oxford101093ijedyp375
(NATIONALLICENCE)oxford-10.1093/ije/dyv060,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/dyv060.pdf,2018-08-01,National Licences: unil,oxford101093ijedyv060
(NATIONALLICENCE)oxford-10.1093/ije/dym031,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/dym031.pdf,,National Licences: unibas unige unil uzh,oxford101093ijedym031
(NATIONALLICENCE)oxford-10.1093/ije/dyt231,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/dyt231.pdf,,National Licences: unibas,oxford101093ijedyt231
(NATIONALLICENCE)oxford-10.1093/ije/dyu034,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/dyu034.pdf,,National Licences: unige,oxford101093ijedyu034
(NATIONALLICENCE)oxford-10.1093/ije/31.5.891,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/0310891.pdf,,National Licences: unibe,oxford101093ije315891
(NATIONALLICENCE)oxford-10.1093/ije/25.6.1280,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/25-6-1280.pdf,,National Licences: unibe,oxford101093ije2561280
(NATIONALLICENCE)oxford-10.1093/ije/dyr162,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/dyr162.pdf,,National Licences: unibe,oxford101093ijedyr162
(NATIONALLICENCE)oxford-10.1093/ije/30.3.521,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/0300521.pdf,,National Licences: unige,oxford101093ije303521
(NATIONALLICENCE)oxford-10.1093/ije/23.3.528,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/23-3-528.pdf,,National Licences: unil,oxford101093ije233528
(NATIONALLICENCE)oxford-10.1093/ije/dyq141,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/dyq141.pdf,,National Licences: unibe uzh,oxford101093ijedyq141
(NATIONALLICENCE)oxford-10.1093/ije/dyn264,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/ije/dyn264.pdf,,National Licences: unibas unibe,oxford101093ijedyn264
(NATIONALLICENCE)oxford-10.1093/annonc/mdu118,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdu118.pdf,,National Licences: unibe unige unil,oxford101093annoncmdu118
(NATIONALLICENCE)oxford-10.1093/annonc/mdh424,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdh424.pdf,,National Licences: unil,oxford101093annoncmdh424
(NATIONALLICENCE)oxford-10.1093/annonc/mdr598,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdr598.pdf,,National Licences: unibe,oxford101093annoncmdr598
(NATIONALLICENCE)oxford-10.1023/A:1008303429718,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/11-5-527.pdf,,National Licences: uzh,oxford101023A1008303429718
(NATIONALLICENCE)oxford-10.1093/annonc/mdh325,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdh325.pdf,,National Licences: unibe,oxford101093annoncmdh325
(NATIONALLICENCE)oxford-10.1093/annonc/mdu089,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdu089.pdf,2017-08-01,National Licences: unil uzh,oxford101093annoncmdu089
(NATIONALLICENCE)oxford-10.1093/annonc/mdf110,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdf110.pdf,,National Licences: unil,oxford101093annoncmdf110
(NATIONALLICENCE)oxford-10.1093/annonc/mdf108,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdf108.pdf,,National Licences: unibas,oxford101093annoncmdf108
(NATIONALLICENCE)oxford-10.1093/annonc/mdq319,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdq319.pdf,,National Licences: unibas unibe unil uzh,oxford101093annoncmdq319
(NATIONALLICENCE)oxford-10.1093/annonc/mds150,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mds150.pdf,,National Licences: unil,oxford101093annoncmds150
(NATIONALLICENCE)oxford-10.1023/A:1008433817832,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/9-11-1229.pdf,,National Licences: unil,oxford101023A1008433817832
(NATIONALLICENCE)oxford-10.1023/A:1026437731354,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/10-5-539.pdf,,National Licences: unibe unil,oxford101023A1026437731354
(NATIONALLICENCE)oxford-10.1093/annonc/mds308,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mds308.pdf,,National Licences: uzh,oxford101093annoncmds308
(NATIONALLICENCE)oxford-10.1093/annonc/mdi135,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdi135.pdf,,National Licences: unibe,oxford101093annoncmdi135
(NATIONALLICENCE)oxford-10.1093/annonc/mdv233.118,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdv233.118.pdf,2018-06-01,National Licences: unil,oxford101093annoncmdv233118
(NATIONALLICENCE)oxford-10.1093/annonc/mdv209,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdv209.pdf,2018-09-01,National Licences: unil,oxford101093annoncmdv209
(NATIONALLICENCE)oxford-10.1093/occmed/44.3.123,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/occmed/44-3-123.pdf,,National Licences: unil,oxford101093occmed443123
(NATIONALLICENCE)oxford-10.1093/mutage/ger039,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/mutage/ger039.pdf,,National Licences: unibe,oxford101093mutageger039
(NATIONALLICENCE)oxford-10.1093/annonc/mdp341,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdp341.pdf,,National Licences: unige,oxford101093annoncmdp341
(NATIONALLICENCE)oxford-10.1023/A:1008202723066,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/8-4-335.pdf,,National Licences: unibe,oxford101023A1008202723066
(NATIONALLICENCE)oxford-10.1093/annonc/mdv117.07,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdv117.07.pdf,2018-05-01,National Licences: unibas,oxford101093annoncmdv11707
(NATIONALLICENCE)oxford-10.1093/annonc/mdm565,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdm565.pdf,,National Licences: uzh,oxford101093annoncmdm565
(NATIONALLICENCE)oxford-10.1093/annonc/mdn480,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdn480.pdf,,National Licences: uzh,oxford101093annoncmdn480
(NATIONALLICENCE)oxford-10.1093/annonc/mdn474,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdn474.pdf,,National Licences: unige unil,oxford101093annoncmdn474
(NATIONALLICENCE)oxford-10.1093/annonc/mdn434,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdn434.pdf,,National Licences: unil,oxford101093annoncmdn434
(NATIONALLICENCE)oxford-10.1093/mutage/7.2.145,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/mutage/7-2-145.pdf,,National Licences: ethz uzh,oxford101093mutage72145
(NATIONALLICENCE)oxford-10.1093/mutage/10.4.291,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/mutage/10-4-291.pdf,,National Licences: ethz uzh,oxford101093mutage104291
(NATIONALLICENCE)oxford-10.1093/mutage/ges020,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/mutage/ges020.pdf,,National Licences: unibe uzh,oxford101093mutageges020
(NATIONALLICENCE)oxford-10.1093/mutage/geh020,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/mutage/geh020.pdf,,National Licences: ethz,oxford101093mutagegeh020
(NATIONALLICENCE)oxford-10.1093/mutage/geq089,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/mutage/geq089.pdf,,National Licences: unibas,oxford101093mutagegeq089
(NATIONALLICENCE)oxford-10.1093/oxfordjournals.annonc.a010689,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/7-6-645b.pdf,,National Licences: unil,oxford101093oxfordjournalsannonca010689
(NATIONALLICENCE)oxford-10.1093/annonc/mdl379,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdl379.pdf,,National Licences: unibas,oxford101093annoncmdl379
(NATIONALLICENCE)oxford-10.1093/annonc/mdl386,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdl386.pdf,,National Licences: unige,oxford101093annoncmdl386
(NATIONALLICENCE)oxford-10.1093/annonc/mdp118,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdp118.pdf,,National Licences: unige,oxford101093annoncmdp118
(NATIONALLICENCE)oxford-10.1093/annonc/mdp166,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdp166.pdf,,National Licences: unige,oxford101093annoncmdp166
(NATIONALLICENCE)oxford-10.1093/annonc/mdp170,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/annonc/mdp170.pdf,,National Licences: uzh,oxford101093annoncmdp170
